,prediction,target,match,model,data_root,file_names
32,0,5,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_32.npz
33,1,2,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_33.npz
34,6,6,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_34.npz
35,1,0,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_35.npz
36,6,6,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_36.npz
37,5,5,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_37.npz
38,0,6,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_38.npz
39,2,2,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_39.npz
40,1,1,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_40.npz
41,3,7,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_41.npz
42,2,4,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_42.npz
43,7,7,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_43.npz
44,7,6,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_44.npz
45,3,7,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_45.npz
46,1,5,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_46.npz
47,2,4,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_47.npz
48,2,2,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_48.npz
49,3,3,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_49.npz
50,4,1,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_50.npz
51,3,7,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_51.npz
52,2,4,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_52.npz
53,7,7,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_53.npz
54,6,6,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_54.npz
55,3,7,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_55.npz
56,7,5,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_56.npz
57,4,4,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_57.npz
58,0,2,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_58.npz
59,3,3,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_59.npz
60,0,1,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_60.npz
61,3,7,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_61.npz
62,4,4,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_62.npz
63,7,7,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_63.npz
64,4,6,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_64.npz
65,3,7,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_65.npz
66,5,5,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_66.npz
67,2,4,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_67.npz
68,2,2,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_68.npz
69,3,3,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_69.npz
70,0,0,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_70.npz
71,3,6,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_71.npz
72,7,7,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_72.npz
73,7,7,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_73.npz
74,5,5,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_74.npz
75,2,2,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_75.npz
76,7,3,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_76.npz
77,4,4,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_77.npz
78,6,6,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_78.npz
79,4,6,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_79.npz
80,3,1,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_80.npz
81,2,3,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_81.npz
82,3,0,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_82.npz
83,1,1,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_83.npz
84,7,7,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_84.npz
85,5,0,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_85.npz
86,1,3,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_86.npz
87,6,1,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_87.npz
88,0,2,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_88.npz
89,7,7,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_89.npz
90,3,3,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_90.npz
91,5,6,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_91.npz
92,4,4,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_92.npz
93,0,7,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_93.npz
94,0,0,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_94.npz
95,5,5,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_95.npz
96,4,0,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_96.npz
97,5,5,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_97.npz
98,6,6,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_98.npz
99,6,2,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_99.npz
100,4,7,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_100.npz
101,5,6,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_101.npz
102,6,7,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_102.npz
103,4,1,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_103.npz
104,2,0,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_104.npz
105,6,4,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_105.npz
106,7,7,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_106.npz
107,5,5,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_107.npz
108,6,2,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_108.npz
109,5,5,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_109.npz
110,1,7,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_110.npz
111,4,4,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_111.npz
112,1,1,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_112.npz
113,7,7,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_113.npz
114,0,0,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_114.npz
115,5,5,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_115.npz
116,4,1,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_116.npz
117,1,3,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_117.npz
118,1,1,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_118.npz
119,0,0,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_119.npz
120,5,5,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_120.npz
121,5,0,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_121.npz
122,6,6,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_122.npz
123,6,6,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_123.npz
124,0,0,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_124.npz
125,2,3,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_125.npz
126,2,2,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_126.npz
127,4,3,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_127.npz
128,4,4,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_128.npz
129,0,0,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_129.npz
130,7,7,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_130.npz
131,0,3,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_131.npz
132,1,6,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_132.npz
133,4,4,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_133.npz
134,4,6,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_134.npz
135,1,3,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_135.npz
136,4,3,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_136.npz
137,2,7,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_137.npz
138,1,3,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_138.npz
139,2,0,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_139.npz
140,1,1,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_140.npz
141,0,0,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_141.npz
142,0,0,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_142.npz
143,1,5,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_143.npz
144,7,5,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_144.npz
145,6,2,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_145.npz
146,5,3,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_146.npz
147,0,6,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_147.npz
148,6,6,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_148.npz
149,3,3,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,same_followup_test_149.npz
