,prediction,target,match,model,data_root,file_names
16,6,6,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/sameness,distribute_nine/sameness_test_2.npz
17,4,4,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/sameness,distribute_nine/sameness_test_3.npz
18,5,5,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/sameness,distribute_nine/sameness_test_4.npz
19,4,7,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/sameness,distribute_nine/sameness_test_5.npz
20,1,1,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/sameness,distribute_nine/sameness_test_6.npz
21,6,6,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/sameness,distribute_nine/sameness_test_7.npz
22,3,7,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/sameness,distribute_nine/sameness_test_8.npz
23,0,0,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/sameness,distribute_nine/sameness_test_9.npz
24,5,5,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/sameness,distribute_nine/sameness_test_10.npz
25,3,3,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/sameness,distribute_nine/sameness_test_11.npz
26,5,5,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/sameness,distribute_nine/sameness_test_12.npz
27,3,6,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/sameness,distribute_nine/sameness_test_13.npz
28,0,0,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/sameness,distribute_nine/sameness_test_14.npz
29,5,2,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/sameness,distribute_nine/sameness_test_15.npz
30,6,6,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/sameness,distribute_nine/sameness_test_16.npz
31,6,6,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/sameness,distribute_nine/sameness_test_17.npz
32,6,6,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/sameness,distribute_nine/sameness_test_18.npz
33,3,6,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/sameness,distribute_nine/sameness_test_19.npz
34,4,4,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/sameness,distribute_nine/sameness_test_20.npz
35,5,3,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/sameness,distribute_nine/sameness_test_21.npz
36,0,0,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/sameness,distribute_nine/sameness_test_22.npz
37,5,3,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/sameness,distribute_nine/sameness_test_23.npz
38,7,1,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/sameness,distribute_nine/sameness_test_24.npz
39,5,3,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/sameness,distribute_nine/sameness_test_25.npz
40,7,7,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/sameness,in_distri/sameness_test_0.npz
41,5,0,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/sameness,in_distri/sameness_test_1.npz
42,1,1,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/sameness,in_distri/sameness_test_2.npz
43,5,6,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/sameness,in_distri/sameness_test_3.npz
44,4,5,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/sameness,in_distri/sameness_test_4.npz
45,1,1,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/sameness,in_distri/sameness_test_5.npz
46,3,7,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/sameness,in_distri/sameness_test_6.npz
47,5,5,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/sameness,in_distri/sameness_test_7.npz
48,5,5,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/sameness,in_distri/sameness_test_8.npz
49,2,2,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/sameness,in_out/sameness_test_0.npz
50,2,2,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/sameness,in_out/sameness_test_1.npz
51,6,1,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/sameness,in_out/sameness_test_2.npz
52,3,1,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/sameness,in_out/sameness_test_3.npz
53,3,5,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/sameness,in_out/sameness_test_4.npz
54,5,2,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/sameness,in_out/sameness_test_5.npz
55,2,2,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/sameness,in_out/sameness_test_6.npz
56,2,1,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/sameness,in_out/sameness_test_7.npz
57,5,2,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/sameness,in_out/sameness_test_8.npz
58,5,2,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/sameness,in_out/sameness_test_9.npz
59,0,0,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/sameness,in_out/sameness_test_10.npz
