,prediction,target,match,model,data_root,file_names
23,7,3,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,center_single/same_followup_test_23.npz
24,2,2,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,center_single/same_followup_test_24.npz
25,7,5,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,center_single/same_followup_test_25.npz
26,3,5,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,center_single/same_followup_test_26.npz
27,6,6,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,center_single/same_followup_test_27.npz
28,5,2,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,center_single/same_followup_test_28.npz
29,5,7,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,center_single/same_followup_test_29.npz
30,0,0,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,center_single/same_followup_test_70.npz
31,3,6,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,center_single/same_followup_test_71.npz
32,7,7,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,center_single/same_followup_test_72.npz
33,7,7,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,center_single/same_followup_test_73.npz
34,5,5,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,center_single/same_followup_test_74.npz
35,2,2,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,center_single/same_followup_test_75.npz
36,7,3,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,center_single/same_followup_test_76.npz
37,4,4,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,center_single/same_followup_test_77.npz
38,6,6,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,center_single/same_followup_test_78.npz
39,4,6,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,center_single/same_followup_test_79.npz
40,3,3,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,center_single/same_followup_test_90.npz
41,5,6,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,center_single/same_followup_test_91.npz
42,4,4,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,center_single/same_followup_test_92.npz
43,0,7,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,center_single/same_followup_test_93.npz
44,0,0,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,center_single/same_followup_test_94.npz
45,5,5,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,center_single/same_followup_test_95.npz
46,4,0,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,center_single/same_followup_test_96.npz
47,5,5,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,center_single/same_followup_test_97.npz
48,6,6,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,center_single/same_followup_test_98.npz
49,6,2,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,center_single/same_followup_test_99.npz
50,7,7,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,distribute_nine/same_followup_test_30.npz
51,0,0,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,distribute_nine/same_followup_test_31.npz
52,0,5,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,distribute_nine/same_followup_test_32.npz
53,1,2,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,distribute_nine/same_followup_test_33.npz
54,6,6,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,distribute_nine/same_followup_test_34.npz
55,1,0,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,distribute_nine/same_followup_test_35.npz
56,6,6,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,distribute_nine/same_followup_test_36.npz
57,5,5,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,distribute_nine/same_followup_test_37.npz
58,0,6,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,distribute_nine/same_followup_test_38.npz
59,2,2,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,distribute_nine/same_followup_test_39.npz
60,1,1,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,distribute_nine/same_followup_test_40.npz
61,3,7,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,distribute_nine/same_followup_test_41.npz
62,2,4,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,distribute_nine/same_followup_test_42.npz
63,7,7,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,distribute_nine/same_followup_test_43.npz
64,7,6,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,distribute_nine/same_followup_test_44.npz
65,3,7,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,distribute_nine/same_followup_test_45.npz
66,1,5,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,distribute_nine/same_followup_test_46.npz
67,2,4,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,distribute_nine/same_followup_test_47.npz
68,2,2,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,distribute_nine/same_followup_test_48.npz
69,3,3,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,distribute_nine/same_followup_test_49.npz
70,4,1,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,distribute_nine/same_followup_test_50.npz
71,3,7,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,distribute_nine/same_followup_test_51.npz
72,2,4,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,distribute_nine/same_followup_test_52.npz
73,7,7,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,distribute_nine/same_followup_test_53.npz
74,6,6,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,distribute_nine/same_followup_test_54.npz
75,3,7,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,distribute_nine/same_followup_test_55.npz
76,7,5,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,distribute_nine/same_followup_test_56.npz
77,4,4,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,distribute_nine/same_followup_test_57.npz
78,0,2,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,distribute_nine/same_followup_test_58.npz
79,3,3,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,distribute_nine/same_followup_test_59.npz
80,0,1,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,distribute_nine/same_followup_test_60.npz
81,3,7,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,distribute_nine/same_followup_test_61.npz
82,4,4,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,distribute_nine/same_followup_test_62.npz
83,7,7,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,distribute_nine/same_followup_test_63.npz
84,4,6,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,distribute_nine/same_followup_test_64.npz
85,3,7,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,distribute_nine/same_followup_test_65.npz
86,5,5,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,distribute_nine/same_followup_test_66.npz
87,2,4,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,distribute_nine/same_followup_test_67.npz
88,2,2,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,distribute_nine/same_followup_test_68.npz
89,3,3,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,distribute_nine/same_followup_test_69.npz
90,3,1,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,in_distri/same_followup_test_80.npz
91,2,3,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,in_distri/same_followup_test_81.npz
92,3,0,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,in_distri/same_followup_test_82.npz
93,1,1,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,in_distri/same_followup_test_83.npz
94,7,7,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,in_distri/same_followup_test_84.npz
95,5,0,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,in_distri/same_followup_test_85.npz
96,1,3,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,in_distri/same_followup_test_86.npz
97,6,1,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,in_distri/same_followup_test_87.npz
98,0,2,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,in_distri/same_followup_test_88.npz
99,7,7,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,in_distri/same_followup_test_89.npz
100,4,7,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,in_distri/same_followup_test_100.npz
101,5,6,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,in_distri/same_followup_test_101.npz
102,6,7,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,in_distri/same_followup_test_102.npz
103,4,1,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,in_distri/same_followup_test_103.npz
104,2,0,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,in_distri/same_followup_test_104.npz
105,6,4,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,in_distri/same_followup_test_105.npz
106,7,7,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,in_distri/same_followup_test_106.npz
107,5,5,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,in_distri/same_followup_test_107.npz
108,6,2,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,in_distri/same_followup_test_108.npz
109,5,5,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,in_distri/same_followup_test_109.npz
110,1,7,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,in_distri/same_followup_test_110.npz
111,4,4,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,in_distri/same_followup_test_111.npz
112,1,1,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,in_distri/same_followup_test_112.npz
113,7,7,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,in_distri/same_followup_test_113.npz
114,0,0,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,in_distri/same_followup_test_114.npz
115,5,5,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,in_distri/same_followup_test_115.npz
116,4,1,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,in_distri/same_followup_test_116.npz
117,1,3,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,in_distri/same_followup_test_117.npz
118,1,1,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,in_distri/same_followup_test_118.npz
119,0,0,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,in_distri/same_followup_test_119.npz
120,4,3,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,in_distri/same_followup_test_127.npz
121,4,4,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,in_distri/same_followup_test_128.npz
122,0,0,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,in_distri/same_followup_test_129.npz
123,7,7,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,in_distri/same_followup_test_130.npz
124,0,3,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,in_distri/same_followup_test_131.npz
125,1,6,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,in_distri/same_followup_test_132.npz
126,4,4,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,in_distri/same_followup_test_133.npz
127,4,6,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,in_distri/same_followup_test_134.npz
128,1,5,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,in_distri/same_followup_test_143.npz
129,7,5,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,in_distri/same_followup_test_144.npz
130,6,2,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,in_distri/same_followup_test_145.npz
131,5,3,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,in_distri/same_followup_test_146.npz
132,0,6,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,in_distri/same_followup_test_147.npz
133,6,6,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,in_distri/same_followup_test_148.npz
134,3,3,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,in_distri/same_followup_test_149.npz
135,5,5,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,in_out/same_followup_test_120.npz
136,5,0,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,in_out/same_followup_test_121.npz
137,6,6,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,in_out/same_followup_test_122.npz
138,6,6,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,in_out/same_followup_test_123.npz
139,0,0,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,in_out/same_followup_test_124.npz
140,2,3,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,in_out/same_followup_test_125.npz
141,2,2,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,in_out/same_followup_test_126.npz
142,1,3,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,in_out/same_followup_test_135.npz
143,4,3,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,in_out/same_followup_test_136.npz
144,2,7,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,in_out/same_followup_test_137.npz
145,1,3,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,in_out/same_followup_test_138.npz
146,2,0,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,in_out/same_followup_test_139.npz
147,1,1,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,in_out/same_followup_test_140.npz
148,0,0,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,in_out/same_followup_test_141.npz
149,0,0,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same_followup,in_out/same_followup_test_142.npz
