,prediction,target,match,model,data_root,file_names
28,0,0,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same,distribute_nine/sameness_test_48.npz
29,5,2,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same,distribute_nine/sameness_test_49.npz
30,6,6,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same,distribute_nine/sameness_test_50.npz
31,6,6,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same,distribute_nine/sameness_test_51.npz
32,6,6,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same,distribute_nine/sameness_test_52.npz
33,3,6,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same,distribute_nine/sameness_test_53.npz
34,4,4,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same,distribute_nine/sameness_test_54.npz
35,5,3,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same,distribute_nine/sameness_test_55.npz
36,0,0,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same,distribute_nine/sameness_test_56.npz
37,5,3,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same,distribute_nine/sameness_test_57.npz
38,7,1,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same,distribute_nine/sameness_test_58.npz
39,5,3,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same,distribute_nine/sameness_test_59.npz
40,7,7,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same,in_distri/sameness_test_14.npz
41,5,0,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same,in_distri/sameness_test_15.npz
42,1,1,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same,in_distri/sameness_test_16.npz
43,5,6,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same,in_distri/sameness_test_17.npz
44,4,5,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same,in_distri/sameness_test_18.npz
45,1,1,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same,in_distri/sameness_test_19.npz
46,3,7,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same,in_distri/sameness_test_20.npz
47,5,5,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same,in_distri/sameness_test_21.npz
48,5,5,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same,in_distri/sameness_test_22.npz
49,2,2,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same,in_out/sameness_test_23.npz
50,2,2,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same,in_out/sameness_test_24.npz
51,6,1,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same,in_out/sameness_test_25.npz
52,3,1,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same,in_out/sameness_test_26.npz
53,3,5,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same,in_out/sameness_test_27.npz
54,5,2,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same,in_out/sameness_test_28.npz
55,2,2,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same,in_out/sameness_test_29.npz
56,2,1,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same,in_out/sameness_test_30.npz
57,5,2,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same,in_out/sameness_test_31.npz
58,5,2,0,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same,in_out/sameness_test_32.npz
59,0,0,1,pretrained-raven-f,/home/victorvikram/Ravens/MRNet/PROBE/same,in_out/sameness_test_33.npz
